PING 10.0.0.1 (10.0.0.1) 56(84) bytes of data.
64 bytes from 10.0.0.1: icmp_req=1 ttl=64 time=10.0 ms
64 bytes from 10.0.0.1: icmp_req=2 ttl=64 time=7.92 ms
64 bytes from 10.0.0.1: icmp_req=3 ttl=64 time=8.50 ms
64 bytes from 10.0.0.1: icmp_req=4 ttl=64 time=8.00 ms
64 bytes from 10.0.0.1: icmp_req=5 ttl=64 time=8.26 ms
64 bytes from 10.0.0.1: icmp_req=6 ttl=64 time=10.0 ms
64 bytes from 10.0.0.1: icmp_req=7 ttl=64 time=10.5 ms
64 bytes from 10.0.0.1: icmp_req=8 ttl=64 time=9.30 ms
64 bytes from 10.0.0.1: icmp_req=9 ttl=64 time=9.66 ms
64 bytes from 10.0.0.1: icmp_req=10 ttl=64 time=10.0 ms
64 bytes from 10.0.0.1: icmp_req=11 ttl=64 time=10.8 ms
64 bytes from 10.0.0.1: icmp_req=12 ttl=64 time=10.7 ms
64 bytes from 10.0.0.1: icmp_req=13 ttl=64 time=9.68 ms
64 bytes from 10.0.0.1: icmp_req=14 ttl=64 time=10.2 ms
64 bytes from 10.0.0.1: icmp_req=15 ttl=64 time=8.95 ms
64 bytes from 10.0.0.1: icmp_req=16 ttl=64 time=11.0 ms
64 bytes from 10.0.0.1: icmp_req=17 ttl=64 time=10.2 ms
64 bytes from 10.0.0.1: icmp_req=18 ttl=64 time=11.7 ms
64 bytes from 10.0.0.1: icmp_req=19 ttl=64 time=10.0 ms
64 bytes from 10.0.0.1: icmp_req=20 ttl=64 time=12.0 ms
64 bytes from 10.0.0.1: icmp_req=21 ttl=64 time=0.277 ms
64 bytes from 10.0.0.1: icmp_req=22 ttl=64 time=0.481 ms
64 bytes from 10.0.0.1: icmp_req=23 ttl=64 time=0.334 ms
64 bytes from 10.0.0.1: icmp_req=24 ttl=64 time=0.298 ms
