1495637109.257534,42
1495637109.372131,51
1495637109.438012,55
1495637109.509993,56
1495637109.574802,63
1495637109.639523,68
1495637109.706251,77
1495637109.783560,81
1495637109.850449,91
1495637109.929165,71
1495637110.000162,92
1495637110.070557,87
1495637110.139750,96
1495637110.212398,91
1495637110.293587,90
1495637110.392507,88
1495637110.469590,81
1495637110.542850,96
1495637110.612237,83
1495637110.695607,95
1495637110.769284,89
1495637110.836919,95
1495637110.914135,86
1495637110.988337,102
1495637111.058738,81
1495637111.127888,92
1495637111.195396,95
1495637111.267851,93
1495637111.337385,81
1495637111.404746,92
1495637111.474189,98
1495637111.539497,100
1495637111.613562,105
1495637111.684592,104
1495637111.759835,98
1495637111.844149,85
1495637111.924449,91
1495637112.008316,100
1495637112.080760,107
1495637112.153886,101
1495637112.230573,100
1495637112.305873,95
1495637112.384217,113
1495637112.478315,99
1495637112.551922,106
1495637112.625878,91
1495637112.698804,84
1495637112.779373,102
1495637112.850209,87
1495637112.926935,100
1495637112.996064,113
1495637113.077885,101
1495637113.150430,100
1495637113.215699,107
1495637113.290488,98
1495637113.359776,112
1495637113.431342,110
1495637113.500583,100
1495637113.574318,97
1495637113.643980,95
1495637113.715603,101
1495637113.788744,99
1495637113.859492,105
1495637113.934679,111
1495637114.005869,107
1495637114.074897,99
1495637114.147732,105
1495637114.218766,102
1495637114.288601,107
1495637114.357030,113
1495637114.420465,107
1495637114.487559,96
1495637114.557862,112
1495637114.645285,111
1495637114.720495,111
1495637114.800145,87
1495637114.880922,112
1495637114.956974,108
1495637115.050297,104
1495637115.135226,108
1495637115.208576,99
1495637115.299543,114
1495637115.385250,109
1495637115.474614,116
1495637115.562045,93
1495637115.644910,94
1495637115.726920,110
1495637115.820521,105
1495637115.915705,104
1495637116.008688,104
1495637116.087145,120
1495637116.182222,110
1495637116.276119,105
1495637116.362502,99
1495637116.444717,105
1495637116.532768,113
1495637116.618000,115
1495637116.701721,110
1495637116.799240,93
1495637116.870547,101
1495637116.942000,92
1495637117.022609,109
1495637117.122410,108
1495637117.207984,95
1495637117.292488,114
1495637117.381968,112
1495637117.474350,105
1495637117.556307,109
1495637117.638321,110
1495637117.719909,105
1495637117.795689,115
1495637117.883783,107
1495637117.967141,108
1495637118.038219,109
1495637118.123732,106
1495637118.211496,102
1495637118.297928,109
1495637118.378423,109
1495637118.463304,96
1495637118.550508,113
1495637118.624624,115
1495637118.702591,113
1495637118.785579,111
1495637118.869718,118
1495637118.945587,109
1495637119.030543,110
1495637119.116810,117
1495637119.200655,120
1495637119.291222,110
1495637119.370096,118
1495637119.448657,117
1495637119.519256,117
1495637119.595669,109
1495637119.675097,97
1495637119.756336,121
1495637119.829592,103
1495637119.900623,97
1495637119.968076,109
1495637120.035964,121
1495637120.106853,104
1495637120.177982,115
1495637120.248436,118
1495637120.316196,103
1495637120.384365,112
1495637120.460602,99
1495637120.540951,120
1495637120.610065,106
1495637120.676110,115
1495637120.746101,103
1495637120.823986,114
1495637120.900912,125
1495637120.970196,127
1495637121.037882,120
1495637121.113623,127
1495637121.187243,119
1495637121.262891,109
1495637121.332664,117
1495637121.402223,123
1495637121.474365,121
1495637121.545328,125
1495637121.616901,112
1495637121.686405,125
1495637121.759141,119
1495637121.838364,103
1495637121.914058,92
1495637121.987703,124
1495637122.062492,115
1495637122.135043,120
1495637122.210047,121
1495637122.282971,112
1495637122.360676,115
1495637122.450889,101
1495637122.542430,133
1495637122.622864,129
1495637122.701096,119
1495637122.782203,121
1495637122.847945,105
1495637122.920069,114
1495637122.989874,113
1495637123.063757,112
1495637123.128458,114
1495637123.192204,109
1495637123.256429,93
1495637123.325090,113
1495637123.397766,110
1495637123.463872,126
1495637123.531784,113
1495637123.610397,130
1495637123.676916,116
1495637123.741131,133
1495637123.808705,127
1495637123.888885,124
1495637123.968991,112
1495637124.038933,133
1495637124.112189,106
1495637124.181571,118
1495637124.248393,124
1495637124.312799,126
1495637124.376661,132
1495637124.442515,114
1495637124.507206,117
1495637124.571849,128
1495637124.637718,130
1495637124.701455,114
1495637124.768024,121
1495637124.841290,134
1495637124.936204,120
1495637125.044137,122
1495637125.137078,106
1495637125.210479,134
1495637125.276199,122
1495637125.342391,134
1495637125.408242,131
1495637125.475397,118
1495637125.550812,112
1495637125.635887,111
1495637125.715012,113
1495637125.802303,131
1495637125.876983,120
1495637125.955062,127
1495637126.027430,120
1495637126.095622,113
1495637126.163269,124
1495637126.235354,103
1495637126.305488,115
1495637126.376625,125
1495637126.450997,128
1495637126.537595,121
1495637126.605153,128
1495637126.671032,119
1495637126.732774,113
1495637126.800506,116
1495637126.874177,112
1495637126.941933,127
1495637127.008827,122
1495637127.074753,115
1495637127.138708,137
1495637127.211521,116
1495637127.278962,123
1495637127.340847,116
1495637127.415419,119
1495637127.483509,132
1495637127.559615,129
1495637127.632150,117
1495637127.700396,124
1495637127.769218,128
1495637127.841088,127
1495637127.912958,119
1495637127.980172,121
1495637128.043875,128
1495637128.108962,127
1495637128.173411,130
1495637128.238262,132
1495637128.304653,133
1495637128.373361,121
1495637128.444341,125
1495637128.510704,110
1495637128.576166,130
1495637128.645093,126
1495637128.716235,123
1495637128.784336,104
1495637128.846880,127
1495637128.906052,131
1495637128.960562,124
1495637129.015432,119
1495637129.071948,140
1495637129.127025,129
1495637129.182567,0
1495637129.205823,0
1495637129.228409,0
1495637129.251123,0
