PING 10.0.0.1 (10.0.0.1) 56(84) bytes of data.
64 bytes from 10.0.0.1: icmp_req=1 ttl=64 time=33.0 ms
64 bytes from 10.0.0.1: icmp_req=2 ttl=64 time=68.8 ms
64 bytes from 10.0.0.1: icmp_req=3 ttl=64 time=61.8 ms
64 bytes from 10.0.0.1: icmp_req=4 ttl=64 time=55.9 ms
64 bytes from 10.0.0.1: icmp_req=5 ttl=64 time=66.4 ms
64 bytes from 10.0.0.1: icmp_req=6 ttl=64 time=99.0 ms
64 bytes from 10.0.0.1: icmp_req=7 ttl=64 time=95.2 ms
64 bytes from 10.0.0.1: icmp_req=8 ttl=64 time=93.3 ms
64 bytes from 10.0.0.1: icmp_req=9 ttl=64 time=73.3 ms
64 bytes from 10.0.0.1: icmp_req=10 ttl=64 time=94.9 ms
64 bytes from 10.0.0.1: icmp_req=11 ttl=64 time=79.2 ms
64 bytes from 10.0.0.1: icmp_req=12 ttl=64 time=85.3 ms
64 bytes from 10.0.0.1: icmp_req=13 ttl=64 time=83.9 ms
64 bytes from 10.0.0.1: icmp_req=14 ttl=64 time=88.7 ms
64 bytes from 10.0.0.1: icmp_req=15 ttl=64 time=90.3 ms
64 bytes from 10.0.0.1: icmp_req=16 ttl=64 time=86.0 ms
64 bytes from 10.0.0.1: icmp_req=17 ttl=64 time=81.5 ms
64 bytes from 10.0.0.1: icmp_req=18 ttl=64 time=87.7 ms
64 bytes from 10.0.0.1: icmp_req=19 ttl=64 time=91.3 ms
64 bytes from 10.0.0.1: icmp_req=20 ttl=64 time=90.5 ms
64 bytes from 10.0.0.1: icmp_req=21 ttl=64 time=91.3 ms
64 bytes from 10.0.0.1: icmp_req=22 ttl=64 time=0.186 ms
64 bytes from 10.0.0.1: icmp_req=23 ttl=64 time=0.333 ms
64 bytes from 10.0.0.1: icmp_req=24 ttl=64 time=0.321 ms
