PING 10.0.0.1 (10.0.0.1) 56(84) bytes of data.
64 bytes from 10.0.0.1: icmp_req=54 ttl=64 time=0.305 ms
64 bytes from 10.0.0.1: icmp_req=55 ttl=64 time=0.288 ms
64 bytes from 10.0.0.1: icmp_req=56 ttl=64 time=0.308 ms
64 bytes from 10.0.0.1: icmp_req=57 ttl=64 time=0.322 ms
64 bytes from 10.0.0.1: icmp_req=58 ttl=64 time=0.361 ms
64 bytes from 10.0.0.1: icmp_req=59 ttl=64 time=0.280 ms
64 bytes from 10.0.0.1: icmp_req=60 ttl=64 time=0.289 ms
64 bytes from 10.0.0.1: icmp_req=61 ttl=64 time=0.292 ms
64 bytes from 10.0.0.1: icmp_req=62 ttl=64 time=0.299 ms
64 bytes from 10.0.0.1: icmp_req=63 ttl=64 time=0.288 ms
64 bytes from 10.0.0.1: icmp_req=64 ttl=64 time=0.329 ms
64 bytes from 10.0.0.1: icmp_req=65 ttl=64 time=0.334 ms
64 bytes from 10.0.0.1: icmp_req=66 ttl=64 time=0.171 ms
64 bytes from 10.0.0.1: icmp_req=67 ttl=64 time=0.305 ms
64 bytes from 10.0.0.1: icmp_req=68 ttl=64 time=0.168 ms
64 bytes from 10.0.0.1: icmp_req=69 ttl=64 time=0.349 ms
64 bytes from 10.0.0.1: icmp_req=70 ttl=64 time=0.296 ms
64 bytes from 10.0.0.1: icmp_req=71 ttl=64 time=0.374 ms
64 bytes from 10.0.0.1: icmp_req=72 ttl=64 time=0.288 ms
64 bytes from 10.0.0.1: icmp_req=73 ttl=64 time=0.178 ms
64 bytes from 10.0.0.1: icmp_req=74 ttl=64 time=0.286 ms
64 bytes from 10.0.0.1: icmp_req=75 ttl=64 time=0.297 ms
64 bytes from 10.0.0.1: icmp_req=76 ttl=64 time=0.285 ms
64 bytes from 10.0.0.1: icmp_req=77 ttl=64 time=0.281 ms
64 bytes from 10.0.0.1: icmp_req=78 ttl=64 time=0.319 ms
64 bytes from 10.0.0.1: icmp_req=79 ttl=64 time=0.299 ms
64 bytes from 10.0.0.1: icmp_req=80 ttl=64 time=0.253 ms
64 bytes from 10.0.0.1: icmp_req=81 ttl=64 time=0.352 ms
64 bytes from 10.0.0.1: icmp_req=82 ttl=64 time=0.185 ms
64 bytes from 10.0.0.1: icmp_req=83 ttl=64 time=0.325 ms
64 bytes from 10.0.0.1: icmp_req=84 ttl=64 time=0.391 ms
64 bytes from 10.0.0.1: icmp_req=85 ttl=64 time=0.295 ms
64 bytes from 10.0.0.1: icmp_req=86 ttl=64 time=0.322 ms
64 bytes from 10.0.0.1: icmp_req=87 ttl=64 time=0.417 ms
64 bytes from 10.0.0.1: icmp_req=88 ttl=64 time=0.435 ms
64 bytes from 10.0.0.1: icmp_req=89 ttl=64 time=0.300 ms
64 bytes from 10.0.0.1: icmp_req=90 ttl=64 time=0.368 ms
64 bytes from 10.0.0.1: icmp_req=91 ttl=64 time=0.180 ms
64 bytes from 10.0.0.1: icmp_req=92 ttl=64 time=0.300 ms
64 bytes from 10.0.0.1: icmp_req=93 ttl=64 time=0.216 ms
64 bytes from 10.0.0.1: icmp_req=94 ttl=64 time=0.367 ms
64 bytes from 10.0.0.1: icmp_req=95 ttl=64 time=0.404 ms
64 bytes from 10.0.0.1: icmp_req=96 ttl=64 time=0.300 ms
64 bytes from 10.0.0.1: icmp_req=97 ttl=64 time=0.291 ms
64 bytes from 10.0.0.1: icmp_req=98 ttl=64 time=0.352 ms
64 bytes from 10.0.0.1: icmp_req=99 ttl=64 time=0.293 ms
64 bytes from 10.0.0.1: icmp_req=100 ttl=64 time=0.290 ms
64 bytes from 10.0.0.1: icmp_req=101 ttl=64 time=0.317 ms
64 bytes from 10.0.0.1: icmp_req=102 ttl=64 time=0.295 ms
64 bytes from 10.0.0.1: icmp_req=103 ttl=64 time=0.288 ms
64 bytes from 10.0.0.1: icmp_req=104 ttl=64 time=0.389 ms
64 bytes from 10.0.0.1: icmp_req=105 ttl=64 time=0.234 ms
64 bytes from 10.0.0.1: icmp_req=106 ttl=64 time=0.279 ms
64 bytes from 10.0.0.1: icmp_req=107 ttl=64 time=0.368 ms
64 bytes from 10.0.0.1: icmp_req=108 ttl=64 time=0.408 ms
64 bytes from 10.0.0.1: icmp_req=109 ttl=64 time=0.296 ms
64 bytes from 10.0.0.1: icmp_req=110 ttl=64 time=0.397 ms
64 bytes from 10.0.0.1: icmp_req=111 ttl=64 time=0.181 ms
64 bytes from 10.0.0.1: icmp_req=112 ttl=64 time=0.320 ms
64 bytes from 10.0.0.1: icmp_req=113 ttl=64 time=0.298 ms
64 bytes from 10.0.0.1: icmp_req=114 ttl=64 time=0.296 ms
64 bytes from 10.0.0.1: icmp_req=115 ttl=64 time=0.446 ms
64 bytes from 10.0.0.1: icmp_req=116 ttl=64 time=0.245 ms
64 bytes from 10.0.0.1: icmp_req=117 ttl=64 time=0.280 ms
64 bytes from 10.0.0.1: icmp_req=118 ttl=64 time=0.281 ms
64 bytes from 10.0.0.1: icmp_req=119 ttl=64 time=0.275 ms
64 bytes from 10.0.0.1: icmp_req=120 ttl=64 time=0.291 ms
64 bytes from 10.0.0.1: icmp_req=121 ttl=64 time=0.294 ms
64 bytes from 10.0.0.1: icmp_req=122 ttl=64 time=0.195 ms
64 bytes from 10.0.0.1: icmp_req=123 ttl=64 time=0.316 ms
64 bytes from 10.0.0.1: icmp_req=124 ttl=64 time=0.359 ms
64 bytes from 10.0.0.1: icmp_req=125 ttl=64 time=0.191 ms
64 bytes from 10.0.0.1: icmp_req=126 ttl=64 time=0.541 ms
64 bytes from 10.0.0.1: icmp_req=127 ttl=64 time=0.454 ms
64 bytes from 10.0.0.1: icmp_req=128 ttl=64 time=0.301 ms
64 bytes from 10.0.0.1: icmp_req=129 ttl=64 time=0.370 ms
64 bytes from 10.0.0.1: icmp_req=130 ttl=64 time=0.292 ms
64 bytes from 10.0.0.1: icmp_req=131 ttl=64 time=0.343 ms
64 bytes from 10.0.0.1: icmp_req=132 ttl=64 time=0.279 ms
64 bytes from 10.0.0.1: icmp_req=133 ttl=64 time=0.384 ms
64 bytes from 10.0.0.1: icmp_req=134 ttl=64 time=0.301 ms
64 bytes from 10.0.0.1: icmp_req=135 ttl=64 time=0.182 ms
64 bytes from 10.0.0.1: icmp_req=136 ttl=64 time=0.265 ms
64 bytes from 10.0.0.1: icmp_req=137 ttl=64 time=0.188 ms
64 bytes from 10.0.0.1: icmp_req=138 ttl=64 time=0.349 ms
64 bytes from 10.0.0.1: icmp_req=139 ttl=64 time=0.297 ms
64 bytes from 10.0.0.1: icmp_req=140 ttl=64 time=0.392 ms
64 bytes from 10.0.0.1: icmp_req=141 ttl=64 time=0.392 ms
64 bytes from 10.0.0.1: icmp_req=142 ttl=64 time=0.344 ms
64 bytes from 10.0.0.1: icmp_req=143 ttl=64 time=0.317 ms
64 bytes from 10.0.0.1: icmp_req=144 ttl=64 time=0.364 ms
64 bytes from 10.0.0.1: icmp_req=145 ttl=64 time=0.176 ms
64 bytes from 10.0.0.1: icmp_req=146 ttl=64 time=0.341 ms
64 bytes from 10.0.0.1: icmp_req=147 ttl=64 time=0.290 ms
64 bytes from 10.0.0.1: icmp_req=148 ttl=64 time=0.390 ms
64 bytes from 10.0.0.1: icmp_req=149 ttl=64 time=0.298 ms
64 bytes from 10.0.0.1: icmp_req=150 ttl=64 time=0.188 ms
64 bytes from 10.0.0.1: icmp_req=151 ttl=64 time=0.187 ms
64 bytes from 10.0.0.1: icmp_req=152 ttl=64 time=0.334 ms
64 bytes from 10.0.0.1: icmp_req=153 ttl=64 time=0.303 ms
64 bytes from 10.0.0.1: icmp_req=154 ttl=64 time=0.187 ms
64 bytes from 10.0.0.1: icmp_req=155 ttl=64 time=0.296 ms
64 bytes from 10.0.0.1: icmp_req=156 ttl=64 time=0.431 ms
64 bytes from 10.0.0.1: icmp_req=157 ttl=64 time=0.383 ms
64 bytes from 10.0.0.1: icmp_req=158 ttl=64 time=0.243 ms
64 bytes from 10.0.0.1: icmp_req=159 ttl=64 time=0.207 ms
64 bytes from 10.0.0.1: icmp_req=160 ttl=64 time=0.290 ms
64 bytes from 10.0.0.1: icmp_req=161 ttl=64 time=0.292 ms
