PING 10.0.0.1 (10.0.0.1) 56(84) bytes of data.
64 bytes from 10.0.0.1: icmp_req=1 ttl=64 time=184 ms
64 bytes from 10.0.0.1: icmp_req=12 ttl=64 time=0.422 ms
64 bytes from 10.0.0.1: icmp_req=13 ttl=64 time=0.186 ms
64 bytes from 10.0.0.1: icmp_req=14 ttl=64 time=0.300 ms
64 bytes from 10.0.0.1: icmp_req=15 ttl=64 time=0.295 ms
64 bytes from 10.0.0.1: icmp_req=16 ttl=64 time=0.301 ms
64 bytes from 10.0.0.1: icmp_req=17 ttl=64 time=0.295 ms
64 bytes from 10.0.0.1: icmp_req=18 ttl=64 time=0.447 ms
64 bytes from 10.0.0.1: icmp_req=19 ttl=64 time=0.257 ms
64 bytes from 10.0.0.1: icmp_req=20 ttl=64 time=0.206 ms
64 bytes from 10.0.0.1: icmp_req=21 ttl=64 time=0.418 ms
64 bytes from 10.0.0.1: icmp_req=22 ttl=64 time=0.413 ms
64 bytes from 10.0.0.1: icmp_req=23 ttl=64 time=0.315 ms
64 bytes from 10.0.0.1: icmp_req=24 ttl=64 time=0.340 ms
64 bytes from 10.0.0.1: icmp_req=25 ttl=64 time=0.384 ms
64 bytes from 10.0.0.1: icmp_req=26 ttl=64 time=0.287 ms
64 bytes from 10.0.0.1: icmp_req=27 ttl=64 time=0.399 ms
64 bytes from 10.0.0.1: icmp_req=28 ttl=64 time=0.367 ms
64 bytes from 10.0.0.1: icmp_req=29 ttl=64 time=0.190 ms
64 bytes from 10.0.0.1: icmp_req=30 ttl=64 time=0.193 ms
64 bytes from 10.0.0.1: icmp_req=31 ttl=64 time=0.291 ms
64 bytes from 10.0.0.1: icmp_req=32 ttl=64 time=0.405 ms
