1495642852.844157,60
1495642852.962242,93
1495642853.014490,106
1495642853.067132,119
1495642853.115884,127
1495642853.170420,138
1495642853.222425,147
1495642853.272828,153
1495642853.326640,160
1495642853.379821,166
1495642853.430908,165
1495642853.487817,171
1495642853.541389,186
1495642853.591142,190
1495642853.646874,195
1495642853.699863,199
1495642853.756099,202
1495642853.824615,215
1495642853.882478,215
1495642853.961235,215
1495642854.017061,193
1495642854.079762,211
1495642854.143319,209
1495642854.204398,215
1495642854.260077,235
1495642854.312209,189
1495642854.363990,230
1495642854.422160,228
1495642854.481574,207
1495642854.535427,219
1495642854.593548,228
1495642854.649623,194
1495642854.712315,231
1495642854.767650,214
1495642854.827028,235
1495642854.884493,257
1495642854.937958,239
1495642854.995542,255
1495642855.055780,226
1495642855.115644,230
1495642855.174094,244
1495642855.238948,221
1495642855.302269,248
1495642855.361308,250
1495642855.418038,239
1495642855.476753,236
1495642855.538791,241
1495642855.607316,250
1495642855.661602,232
1495642855.715444,252
1495642855.773258,271
1495642855.828593,245
1495642855.880318,230
1495642855.939185,262
1495642856.000982,246
1495642856.058241,256
1495642856.142602,262
1495642856.199782,269
1495642856.256620,266
1495642856.310745,256
1495642856.366500,256
1495642856.416608,268
1495642856.472463,267
1495642856.529780,260
1495642856.583056,259
1495642856.648533,282
1495642856.708972,270
1495642856.773067,263
1495642856.832784,296
1495642856.894060,274
1495642856.955376,256
1495642857.009802,252
1495642857.109415,261
1495642857.166162,262
1495642857.232352,270
1495642857.308807,267
1495642857.367342,321
1495642857.426685,269
1495642857.495719,271
1495642857.555162,301
1495642857.615250,293
1495642857.674014,303
1495642857.735341,271
1495642857.816333,299
1495642857.881785,253
1495642857.942398,282
1495642858.003588,279
1495642858.063071,294
1495642858.121567,266
1495642858.181794,284
1495642858.245033,292
1495642858.306796,304
1495642858.363071,292
1495642858.416862,284
1495642858.471388,298
1495642858.524711,325
1495642858.574957,300
1495642858.633053,312
1495642858.683020,293
1495642858.739367,280
1495642858.798916,288
1495642858.851947,282
1495642858.899821,323
1495642858.950469,310
1495642858.998314,320
1495642859.046726,294
1495642859.091949,297
1495642859.142465,285
1495642859.193649,301
1495642859.246117,319
1495642859.296734,307
1495642859.350287,319
1495642859.403643,290
1495642859.457005,290
1495642859.509249,304
1495642859.560023,310
1495642859.617225,304
1495642859.670329,305
1495642859.721678,298
1495642859.780185,296
1495642860.029667,296
1495642860.086815,304
1495642860.142410,323
1495642860.204826,314
1495642860.260425,334
1495642860.320581,337
1495642860.377574,344
1495642860.432576,311
1495642860.487430,334
1495642860.540188,319
1495642860.597687,323
1495642860.650154,327
1495642860.703245,312
1495642860.759597,324
1495642860.814730,339
1495642860.868423,319
1495642860.923421,320
1495642860.983596,293
1495642861.037005,335
1495642861.098382,323
1495642861.153861,309
1495642861.212373,344
1495642861.267863,317
1495642861.318897,339
1495642861.366445,341
1495642861.414083,329
1495642861.460253,312
1495642861.508382,322
1495642861.564645,346
1495642861.635507,328
1495642861.695448,374
1495642861.755263,339
1495642861.832133,349
1495642861.886976,345
1495642861.947004,363
1495642862.007829,365
1495642862.060713,358
1495642862.116232,326
1495642862.169655,339
1495642862.220964,327
1495642862.281369,323
1495642862.334600,354
1495642862.388548,354
1495642862.447257,376
1495642862.501781,341
1495642862.555138,331
1495642862.611445,358
1495642862.668031,360
1495642862.721632,340
1495642862.774936,329
1495642862.831595,305
1495642862.892936,172
1495642862.924609,0
