PING 10.0.0.1 (10.0.0.1) 56(84) bytes of data.
64 bytes from 10.0.0.1: icmp_req=2 ttl=64 time=5.29 ms
64 bytes from 10.0.0.1: icmp_req=3 ttl=64 time=4.17 ms
64 bytes from 10.0.0.1: icmp_req=4 ttl=64 time=3.81 ms
64 bytes from 10.0.0.1: icmp_req=5 ttl=64 time=3.78 ms
64 bytes from 10.0.0.1: icmp_req=7 ttl=64 time=3.75 ms
64 bytes from 10.0.0.1: icmp_req=8 ttl=64 time=3.63 ms
64 bytes from 10.0.0.1: icmp_req=9 ttl=64 time=3.61 ms
64 bytes from 10.0.0.1: icmp_req=10 ttl=64 time=3.71 ms
64 bytes from 10.0.0.1: icmp_req=11 ttl=64 time=3.94 ms
64 bytes from 10.0.0.1: icmp_req=12 ttl=64 time=3.69 ms
64 bytes from 10.0.0.1: icmp_req=14 ttl=64 time=3.37 ms
64 bytes from 10.0.0.1: icmp_req=15 ttl=64 time=3.83 ms
64 bytes from 10.0.0.1: icmp_req=16 ttl=64 time=3.56 ms
64 bytes from 10.0.0.1: icmp_req=17 ttl=64 time=3.49 ms
64 bytes from 10.0.0.1: icmp_req=19 ttl=64 time=3.65 ms
64 bytes from 10.0.0.1: icmp_req=21 ttl=64 time=0.316 ms
64 bytes from 10.0.0.1: icmp_req=22 ttl=64 time=0.346 ms
64 bytes from 10.0.0.1: icmp_req=23 ttl=64 time=0.329 ms
64 bytes from 10.0.0.1: icmp_req=24 ttl=64 time=0.406 ms
