PING 10.0.0.1 (10.0.0.1) 56(84) bytes of data.
64 bytes from 10.0.0.1: icmp_req=2 ttl=64 time=12.9 ms
64 bytes from 10.0.0.1: icmp_req=3 ttl=64 time=13.1 ms
64 bytes from 10.0.0.1: icmp_req=4 ttl=64 time=12.9 ms
64 bytes from 10.0.0.1: icmp_req=5 ttl=64 time=14.1 ms
64 bytes from 10.0.0.1: icmp_req=7 ttl=64 time=12.6 ms
64 bytes from 10.0.0.1: icmp_req=8 ttl=64 time=12.3 ms
64 bytes from 10.0.0.1: icmp_req=9 ttl=64 time=12.8 ms
64 bytes from 10.0.0.1: icmp_req=11 ttl=64 time=13.6 ms
64 bytes from 10.0.0.1: icmp_req=12 ttl=64 time=13.5 ms
64 bytes from 10.0.0.1: icmp_req=14 ttl=64 time=13.7 ms
64 bytes from 10.0.0.1: icmp_req=15 ttl=64 time=12.3 ms
64 bytes from 10.0.0.1: icmp_req=16 ttl=64 time=13.5 ms
64 bytes from 10.0.0.1: icmp_req=17 ttl=64 time=13.5 ms
64 bytes from 10.0.0.1: icmp_req=18 ttl=64 time=13.2 ms
64 bytes from 10.0.0.1: icmp_req=19 ttl=64 time=12.3 ms
64 bytes from 10.0.0.1: icmp_req=21 ttl=64 time=11.1 ms
64 bytes from 10.0.0.1: icmp_req=22 ttl=64 time=0.296 ms
64 bytes from 10.0.0.1: icmp_req=23 ttl=64 time=0.295 ms
64 bytes from 10.0.0.1: icmp_req=24 ttl=64 time=0.325 ms
