PING 10.0.0.1 (10.0.0.1) 56(84) bytes of data.
64 bytes from 10.0.0.1: icmp_req=3 ttl=64 time=5.32 ms
64 bytes from 10.0.0.1: icmp_req=5 ttl=64 time=3.33 ms
64 bytes from 10.0.0.1: icmp_req=6 ttl=64 time=3.05 ms
64 bytes from 10.0.0.1: icmp_req=7 ttl=64 time=3.08 ms
64 bytes from 10.0.0.1: icmp_req=9 ttl=64 time=2.53 ms
64 bytes from 10.0.0.1: icmp_req=10 ttl=64 time=3.19 ms
64 bytes from 10.0.0.1: icmp_req=11 ttl=64 time=3.02 ms
64 bytes from 10.0.0.1: icmp_req=12 ttl=64 time=3.08 ms
64 bytes from 10.0.0.1: icmp_req=14 ttl=64 time=2.79 ms
64 bytes from 10.0.0.1: icmp_req=15 ttl=64 time=2.74 ms
64 bytes from 10.0.0.1: icmp_req=17 ttl=64 time=3.08 ms
64 bytes from 10.0.0.1: icmp_req=18 ttl=64 time=2.53 ms
64 bytes from 10.0.0.1: icmp_req=20 ttl=64 time=2.92 ms
64 bytes from 10.0.0.1: icmp_req=21 ttl=64 time=0.340 ms
64 bytes from 10.0.0.1: icmp_req=22 ttl=64 time=0.316 ms
64 bytes from 10.0.0.1: icmp_req=23 ttl=64 time=0.189 ms
64 bytes from 10.0.0.1: icmp_req=24 ttl=64 time=0.295 ms
64 bytes from 10.0.0.1: icmp_req=25 ttl=64 time=0.349 ms
64 bytes from 10.0.0.1: icmp_req=26 ttl=64 time=0.196 ms
64 bytes from 10.0.0.1: icmp_req=27 ttl=64 time=0.349 ms
64 bytes from 10.0.0.1: icmp_req=28 ttl=64 time=0.186 ms
64 bytes from 10.0.0.1: icmp_req=29 ttl=64 time=0.301 ms
