1495643501,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth7,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth6,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth9,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth8,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth10,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth3,11076.92,232923.09,244000.02,3028,144,153.85,153.85,307.69,2,2,0.00,0.00,0,0
1495643501,s1-eth7,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth2,151833.34,3414666.75,3566500.00,40976,1822,2083.33,2333.33,4416.67,28,25,0.00,0.00,0,0
1495643501,s1-eth6,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth1,16378727.00,671818.19,17050544.00,7390,180166,10818.18,9727.27,20545.45,107,119,0.00,0.00,0,0
1495643501,s1-eth5,91090.91,2615090.75,2706181.75,28766,1002,1363.64,1727.27,3090.91,19,15,0.00,0.00,0,0
1495643501,s1-eth9,74181.81,1651636.38,1725818.12,18168,816,1090.91,1090.91,2181.82,12,12,0.00,0.00,0,0
1495643501,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth4,116545.45,2339818.00,2456363.50,25738,1282,1727.27,1545.45,3272.73,17,19,0.00,0.00,0,0
1495643501,s1-eth8,168545.45,3991454.50,4159999.75,43906,1854,2454.55,2636.36,5090.91,29,27,0.00,0.00,0,0
1495643501,s1-eth10,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,total,18708600.00,16797200.00,35505800.00,167972,187086,21900.00,21400.00,43300.00,214,219,0.00,0.00,0,0
1495643501,s1-eth3,94800.00,2119600.00,2214400.00,21196,948,1400.00,1400.00,2800.00,14,14,0.00,0.00,0,0
1495643501,s1-eth7,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth6,180600.00,4693400.00,4874000.00,46934,1806,2700.00,3100.00,5800.00,31,27,0.00,0.00,0,0
1495643501,s1-eth1,13626000.00,570000.00,14196000.00,5700,136260,9000.00,8400.00,17400.00,84,90,0.00,0.00,0,0
1495643501,s1-eth5,89400.00,1968200.00,2057600.00,19682,894,1300.00,1300.00,2600.00,13,13,0.00,0.00,0,0
1495643501,s1-eth9,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1495643501,s1-eth4,81600.00,2422400.00,2504000.00,24224,816,1200.00,1600.00,2800.00,16,12,0.00,0.00,0,0
1495643501,s1-eth8,56400.00,1362600.00,1419000.00,13626,564,800.00,900.00,1700.00,9,8,0.00,0.00,0,0
1495643501,s1-eth10,47400.00,1059800.00,1107200.00,10598,474,700.00,700.00,1400.00,7,7,0.00,0.00,0,0
1495643501,total,14176200.00,14196000.00,28372200.00,141960,141762,17100.00,17400.00,34500.00,174,171,0.00,0.00,0,0
1495643501,s1-eth3,91090.91,2064545.38,2155636.25,22710,1002,1363.64,1363.64,2727.27,15,15,0.00,0.00,0,0
1495643501,s1-eth7,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
