1495637139.800906,22
1495637139.930544,22
1495637140.009759,20
1495637140.092427,23
1495637140.174486,22
1495637140.269577,20
1495637140.351119,20
1495637140.427311,21
1495637140.502259,21
1495637140.571747,16
1495637140.639423,20
1495637140.728940,20
1495637140.865277,21
1495637140.973506,22
1495637141.065113,19
1495637141.167632,22
1495637141.272594,21
1495637141.369263,23
1495637141.467909,21
1495637141.555249,20
1495637141.655115,21
1495637141.761722,22
1495637141.865091,22
1495637141.957461,20
1495637142.057737,22
1495637142.155404,24
1495637142.259363,20
1495637142.343200,21
1495637142.428951,22
1495637142.526003,21
1495637142.621951,9
1495637142.714821,21
1495637142.807090,21
1495637142.896069,22
1495637142.978270,23
1495637143.072387,21
1495637143.159236,22
1495637143.235587,20
1495637143.312456,20
1495637143.401570,19
1495637143.493962,23
1495637143.580974,23
1495637143.672867,23
1495637143.758786,23
1495637143.851817,22
1495637143.946252,20
1495637144.026774,22
1495637144.096748,20
1495637144.183350,20
1495637144.272240,22
1495637144.363289,20
1495637144.449874,22
1495637144.536332,20
1495637144.622645,22
1495637144.725062,21
1495637144.810581,19
1495637144.888818,23
1495637144.980142,23
1495637145.067873,21
1495637145.155636,21
1495637145.251455,22
1495637145.355730,20
1495637145.444863,20
1495637145.542516,19
1495637145.644064,20
1495637145.747660,21
1495637145.834720,21
1495637145.941728,21
1495637146.033657,22
1495637146.123436,22
1495637146.222083,23
1495637146.320250,20
1495637146.420621,22
1495637146.498944,21
1495637146.577964,21
1495637146.665322,23
1495637146.754614,22
1495637146.856822,20
1495637146.956735,21
1495637147.038880,22
1495637147.138768,21
1495637147.225427,22
1495637147.310571,21
1495637147.409749,22
1495637147.520572,20
1495637147.609794,22
1495637147.696569,21
1495637147.777265,23
1495637147.863798,20
1495637147.960749,22
1495637148.047772,23
1495637148.128049,21
1495637148.206143,20
1495637148.295937,23
1495637148.388822,23
1495637148.483706,21
1495637148.571687,21
1495637148.653162,22
1495637148.733523,20
1495637148.829780,22
1495637148.914767,24
1495637148.997447,18
1495637149.079964,22
1495637149.180989,22
1495637149.278186,22
1495637149.359316,20
1495637149.441524,23
1495637149.545495,24
1495637149.633678,23
1495637149.729366,23
1495637149.807766,19
1495637149.908726,23
1495637150.002942,20
1495637150.076175,21
1495637150.151909,21
1495637150.231806,19
1495637150.309160,22
1495637150.389335,20
1495637150.466227,23
1495637150.551149,23
1495637150.635489,21
1495637150.715218,21
1495637150.798362,22
1495637150.880292,21
1495637150.960995,22
1495637151.031738,18
1495637151.116632,20
1495637151.195010,21
1495637151.279621,20
1495637151.353066,20
1495637151.429484,21
1495637151.508368,23
1495637151.584573,21
1495637151.660485,20
1495637151.734533,20
1495637151.813983,23
1495637151.894047,21
1495637151.981219,23
1495637152.064414,22
1495637152.141718,20
1495637152.221437,22
1495637152.299106,21
1495637152.379770,22
1495637152.465286,19
1495637152.551763,19
1495637152.625320,19
1495637152.707055,21
1495637152.787733,21
1495637152.870342,23
1495637152.955864,22
1495637153.037912,24
1495637153.122050,20
1495637153.204174,20
1495637153.289090,23
1495637153.379449,18
1495637153.464245,22
1495637153.533101,18
1495637153.615840,21
1495637153.704938,21
1495637153.772805,20
1495637153.864636,22
1495637153.954095,20
1495637154.041340,21
1495637154.125647,22
1495637154.205345,22
1495637154.293839,23
1495637154.385764,20
1495637154.482748,21
1495637154.562460,23
1495637154.647230,24
1495637154.734824,22
1495637154.816275,21
1495637154.913009,23
1495637154.999810,24
1495637155.084783,23
1495637155.183708,21
1495637155.281647,20
1495637155.379657,21
1495637155.478395,21
1495637155.579230,20
1495637155.666857,22
1495637155.750171,20
1495637155.832743,23
1495637155.929084,22
1495637156.019580,22
1495637156.108089,20
1495637156.207091,22
1495637156.302771,23
1495637156.398233,22
1495637156.501048,20
1495637156.598716,22
1495637156.699042,22
1495637156.792205,19
1495637156.879766,22
1495637156.981642,19
1495637157.084007,22
1495637157.173198,21
1495637157.272105,20
1495637157.374977,22
1495637157.494916,21
1495637157.569622,20
1495637157.653210,21
1495637157.734269,23
1495637157.814206,19
1495637157.896271,22
1495637157.975275,21
1495637158.041340,23
1495637158.124170,24
1495637158.209209,20
1495637158.298032,19
1495637158.390183,20
1495637158.458091,22
1495637158.537743,22
1495637158.619231,23
1495637158.700496,20
1495637158.781448,21
1495637158.858463,21
1495637158.936933,22
1495637159.016539,19
1495637159.091619,20
1495637159.171093,23
1495637159.249163,22
1495637159.326406,20
1495637159.409136,21
1495637159.491950,21
1495637159.572779,25
1495637159.646853,20
1495637159.728670,17
1495637159.752958,0
1495637159.776317,0
1495637159.800079,0
